ID,company_name,city,state,size,website,industry,revenue,founded,company_type,logo_url
619,Torii,New York,NY,51-200 employees,https://toriihq.com/,Software Development,Unknown,2017,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQEKX7lsGJKguQ/company-logo_200_200/0/1667316267032?e=1677715200&v=beta&t=atgvvQEQOzUoDENUMAD4YvAZZvPXU_XyzB5vP1h8CAE
620,University of Utah,Salt Lake City,UT,"10,001+ employees",http://utah.edu/,Higher Education,Unknown,1850,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHOj4lIdQUuYA/company-logo_200_200/0/1589925579896?e=1677715200&v=beta&t=AICjoaUVKW-X95m-QyWybEYMmKBLY_zNuaj1sN3fc20
621,Sarnova,Dublin,OH,"1,001-5,000 employees",http://www.sarnova.com/,Hospitals and Health Care,Unknown,2008,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGl8ZjaeZe4jQ/company-logo_200_200/0/1656611125110?e=1677715200&v=beta&t=tIzK9IeYQ6Q415Jdkajo8B3Ohrn8MpjTMUwhbk05e7o
622,University of Rhode Island,Kingston,RI,"5,001-10,000 employees",Unknown,Higher Education,Unknown,1892,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEF-OokJYUU7A/company-logo_200_200/0/1656688720902?e=1677715200&v=beta&t=8uEmMPTFvXuJp7xwnCapzJlKLdjaZwCGoUM5plpGm0k
623,Convirgence,ashburn,VA,11-50 employees,http://convirgence.com/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEPtBj5Mgp41g/company-logo_200_200/0/1519910801655?e=1677715200&v=beta&t=pE22MNZzT6Zr4ycfiwozspyezTIE7Oakc9eoOLWiBX0
624,"Hyundai America Technical Center, Inc. (HATCI)",Superior Township,MI,"501-1,000 employees",https://www.hatci.com/,Motor Vehicle Manufacturing,Unknown,1986,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHTfKK9DGPepw/company-logo_200_200/0/1662480741509?e=1677715200&v=beta&t=p3dSdY59y68izw8eTVRCyH3hJSc8PsLDxYlJDFGcMJM
625,Wild Places,Atlanta,GA,2-10 employees,http://www.gotowildplaces.com/,Design Services,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHnszFYPiN3Dw/company-logo_200_200/0/1632860624845?e=1677715200&v=beta&t=ynoasIsmLxzMxexEOPPdh53T2EbiYlsJUr9GgV-15oo
626,Ceros,New York,NY,201-500 employees,http://www.ceros.com/,"Technology, Information and Internet",Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHApEfyyk2Ffg/company-logo_200_200/0/1661957660927?e=1677715200&v=beta&t=o_-A-pLn_GLvS097IG9Tf7A1mn9HPtGYB3Alfvrrsbk
627,Genome Digital,New York,NY,11-50 employees,https://geno.me/,Advertising Services,Unknown,2013,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE-OuvTUGAJzw/company-logo_200_200/0/1581008252927?e=1677715200&v=beta&t=PHeSi_vNH75AGZX497oDi20zunfafyXBYIh6OzfSXdw
628,Pottery Barn Kids,San Francisco,CA,"10,001+ employees",http://www.williamssonomainc.com/,Retail,Unknown,1999,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHO6X6hKkfecA/company-logo_200_200/0/1519882726118?e=1677715200&v=beta&t=lTDOvkAiCjXHtCdR1OCmTXC2MRJfzVJYUel-n-3hw8A
629,Moxie Tonic Marketing,Colorado Springs,CO,2-10 employees,http://www.moxietonic.com/,Advertising Services,Unknown,2010,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQF1DBAlL7MyQA/company-logo_200_200/0/1653504720981?e=1677715200&v=beta&t=0kZDjCU7O2LFnTjYbAQKV7usA46NbEEGYmN9iFgP4dQ
630,Hyatt Hotels Corporation,Chicago,IL,"10,001+ employees",http://www.hyatt.com/,Hospitality,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEt28jL9EgMeg/company-logo_200_200/0/1638462678784?e=1677715200&v=beta&t=7zuOeihP06xSYcFbOx1E1ypF-HyiRBq0CDA4GmTjoHg
631,Files.com,Scottsdale,AZ,51-200 employees,https://www.files.com/,Software Development,Unknown,2008,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEdlnQjOg90Jw/company-logo_200_200/0/1636564046393?e=1677715200&v=beta&t=Z8MyW615HSnzEmNf6xDb51Hs8nved19YdQyoFNe9758
632,"Holland, L.P.",Crete,IL,"501-1,000 employees",http://www.hollandco.com/,Railroad Equipment Manufacturing,Unknown,1935,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGPFT4QWP4dGw/company-logo_200_200/0/1611866268444?e=1677715200&v=beta&t=1z7RlLNEw81itR3N6OxnHqeRN9F0o_hmwvIMrVUUNnE
633,Tandym Group,Unknown,Unknown,201-500 employees,http://www.tandymgroup.com/,Staffing and Recruiting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFEuE-8mi1Dbw/company-logo_200_200/0/1656299111814?e=1677715200&v=beta&t=gEXGwkd2pi83oKupok6yFBvUpXeCULvbNQOCaz2pc0w
634,JBC,New York,NY,51-200 employees,https://jbc.team/,Staffing and Recruiting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQERR1pNNZfdRQ/company-logo_200_200/0/1660585415588?e=1677715200&v=beta&t=bqxoqNa1RwnvtrkI93-s4lqrLts6htzJRo1VEqE2OxY
635,"Niufitel, S.L.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
636,Catalyte,Baltimore,MD,"501-1,000 employees",https://www.catalyte.io/,Software Development,Unknown,2000,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQE0ygabVK9_Cw/company-logo_200_200/0/1519856364478?e=1677715200&v=beta&t=hKY56hg9icrLQGLBcQ9_mEtVWLwXnvZFitiHd0TL070
637,ERGO,New York,NY,11-50 employees,http://ergo.inc/,Advertising Services,Unknown,2004,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFuaZhjWWwAvw/company-logo_200_200/0/1624300825865?e=1677715200&v=beta&t=sKi0kKIaKl0JchK0g8a9Zj99Tm3oZYoc1Kv0TektBz4
638,RSC2 Inc.,Baltimore,MD,51-200 employees,https://www.RSC2.com/,Defense and Space Manufacturing,Unknown,2009,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQF45XbdlqG-zw/company-logo_200_200/0/1539275772723?e=1677715200&v=beta&t=5dXmMW9C_Q3hwEuNcxsv0p4oCp2Mg6zz0--DukdSAKU
639,The Daily Wire,Nashville,TN,201-500 employees,http://www.dailywire.com/,Media Production,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQESbNOGkSYkhw/company-logo_200_200/0/1625086497685?e=1677715200&v=beta&t=-xxB_w489s2MeLgHlLpIjo-Gz_M4ioAu17UQlP8j0C4
640,TravisMathew Apparel,Huntington Beach,CA,201-500 employees,http://www.travismathew.com/,Retail Apparel and Fashion,Unknown,2007,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGsQXczVDKEYw/company-logo_200_200/0/1549502211590?e=1677715200&v=beta&t=WSt7utMXj5tHexK-rfAIkXJxC0uWxVuuxS3DboJZp4g
641,The Baltimore Banner,Baltimore,MD,11-50 employees,http://thebaltimorebanner.com/,Online Audio and Video Media,Unknown,2022,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFawBCP7-6oTw/company-logo_200_200/0/1644343419121?e=1677715200&v=beta&t=yU-fiSKzSYmww6uatREx-Cr1g5_VRjBg6U-8F4aUe9E
642,The Tor Project,Winchester,NH,11-50 employees,https://torproject.org/,Software Development,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQHfm-k0INwMpg/company-logo_200_200/0/1665686929439?e=1677715200&v=beta&t=hqmPT3SNWHemnvdRy2jZOnEh824lEtotNkFwGx7bWp8
643,Rocket Lab,Long Beach,CA,"1,001-5,000 employees",http://www.rocketlabusa.com/,Aviation and Aerospace Component Manufacturing,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEoxk0rRcE6JA/company-logo_200_200/0/1645135299562?e=1677715200&v=beta&t=YAjtvvXs_TPWbYbGEdMoQ9S-G8HCw8b_10T5V8XYMqo
644,CAPA-Columbus Association for the Performing Arts,Columbus,OH,51-200 employees,http://www.capa.com/,Performing Arts,Unknown,1969,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGR9ZT712FU9w/company-logo_200_200/0/1551984973827?e=1677715200&v=beta&t=51MQGxG5dfy_flf5pjM-RcIsmNLIq_K5GyfqO6_XoLI
645,Vertical Knowledge,Chagrin Falls,OH,51-200 employees,http://www.vk.ai/,IT Services and IT Consulting,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHg9FKkoQSpcA/company-logo_200_200/0/1551729531223?e=1677715200&v=beta&t=TQBHsEX1u-E_rwCYRy40XozdxBBHgjpbRaIdAaOuEeI
646,Inovalon,Bowie,MD,"1,001-5,000 employees",https://www.inovalon.com/,Software Development,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQF21uhE171aRw/company-logo_200_200/0/1519856772152?e=1677715200&v=beta&t=1IgIQpbG7KLievJj2rqc560RDgjDNGQGJ_TJuEkGiqk
647,"Teltrium Solutions, LLC",Greenbelt,MD,11-50 employees,http://www.teltrium.com/,Telecommunications,Unknown,2014,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHfHtqge_4D_g/company-logo_200_200/0/1563892178315?e=1677715200&v=beta&t=x5THVM-X3ad-nevznNycpuQUlaLXMOdM3a_G0vi7W6E
648,"Sigma Technologies, Ltd.",Perrysburg,OH,201-500 employees,http://www.teamsigma.com/,Telecommunications,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEbg-K7B1eGcw/company-logo_200_200/0/1552065003014?e=1677715200&v=beta&t=XETZluXhZteVRahtwzN6vpuAM44cVrJ44rnQXx6U2lM
649,Massachusetts Military Support Foundation Inc.,West Barnstable ,MA,2-10 employees,http://mmsfi.org/,Armed Forces,Unknown,2017,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHGEiWD-6we8A/company-logo_200_200/0/1519893889342?e=1677715200&v=beta&t=yx0fHhJmXDJe2HKpAy8hurvzc0-ENPdXhfsvrwUcUhg
650,Stats Perform,Chicago,IL,"1,001-5,000 employees",http://statsperform.com/,Spectator Sports,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFIB680At5Q0A/company-logo_200_200/0/1620116034372?e=1677715200&v=beta&t=O0MF5hmo-vcyOdozirjAhzuof-8y5PpYtPZ_udmjsA4
651,Pickleball Tours,Boise,ID,2-10 employees,https://www.pickleballtours.com/,Wellness and Fitness Services,Unknown,2021,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQE7NrJnNnl68A/company-logo_200_200/0/1668102748645?e=1677715200&v=beta&t=7Tk-62O_rLcsMHniFhdgeFxaDXSxN-9nE0tCtvOQ0v4
652,Profiles,Baltimore,MD,51-200 employees,http://www.careerprofiles.com/,Staffing and Recruiting,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEEUtHVba5lKg/company-logo_200_200/0/1656689783144?e=1677715200&v=beta&t=20qBG8uhw6UTscVvE1DUAM-L8-0xJhYjTzlXRtMotrI
653,Curtiss-Wright Corporation,Charlotte,NC,"5,001-10,000 employees",http://www.curtisswright.com/,Defense and Space Manufacturing,Unknown,1929,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHHm6CBu2-ivQ/company-logo_200_200/0/1519891949074?e=1677715200&v=beta&t=srGZC95tnJrmEQtUPiToCFyoDpWVeLvueCiuY6cveZg
654,O'Reilly Media,Sebastopol,CA,201-500 employees,http://oreilly.com/,E-Learning Providers,Unknown,1978,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQET99YLUxq0yA/company-logo_200_200/0/1656663284421?e=1677715200&v=beta&t=p7TBOnCKgVfxEW34WRKN2HAKEDk_MKztLDBi7bNtnx4
655,Core One,Sterling,VA,51-200 employees,http://www.coreone.com/,Defense and Space Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGJqf7-qhY9EA/company-logo_200_200/0/1653592062884?e=1677715200&v=beta&t=abxCp30F2SILENSipi3Jr2u-K4ql7Ml6AkkcYHFUC_0
656,Allan Millora Photography & Associates,Newport,RI,2-10 employees,http://www.allanmilloraphotography.com/,Photography,Unknown,2009,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHcjs7dDq-b0A/company-logo_200_200/0/1669084206543?e=1677715200&v=beta&t=2KQ9ZfbSiyMm96xpmolweVrAHPp4HWfn_ARKgpi-Ejk
657,RivalMind,St. Charles,IL,11-50 employees,https://rivalmind.com/,Advertising Services,Unknown,2010,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQFX9yEccM9DuQ/company-logo_200_200/0/1663352241747?e=1677715200&v=beta&t=bDBvYb3h7R8kSbf3KChGk59VDInSvOSvsPeHnTjA4qA
658,West Elm,Unknown,Unknown,"10,001+ employees",http://www.williamssonomainc.com/,Retail,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF2vwcr67JWJg/company-logo_200_200/0/1519921077637?e=1677715200&v=beta&t=vGQhWN_cW2U8qAvaZZ3iXN9uwn7JMAxe-0upW9Kyif0
659,"Multiple, Inc.",Chicago,IL,11-50 employees,http://www.multipleinc.com/,Design Services,Unknown,2013,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGraVKdJ4iiUg/company-logo_200_200/0/1605808836154?e=1677715200&v=beta&t=Q76nVQ-yqPc2Zl-0PeF5jzvDZsx6Zf7GmB7VP2gsXNA
660,USAJOBS,Washington,DC,"10,001+ employees",http://www.USAJOBS.gov/,Human Resources Services,Unknown,1996,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHEljCJcVvM6A/company-logo_200_200/0/1519905422513?e=1677715200&v=beta&t=8Fh2dUjnAZiGZV3rj_2S6_Tb_L84YEzLJLrjh9hj8QI
661,the JRT agency,Farmington Hills,MI,51-200 employees,http://www.theJRTagency.com/,Advertising Services,Unknown,1974,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEyzmXHjgvtGg/company-logo_200_200/0/1549985519360?e=1677715200&v=beta&t=6Z8M7qZNa1fGBISYyYh58MyVa6fSWQLdg57ig08-7CE
662,WineGlass Marketing,Napa,CA,11-50 employees,http://wineglassmarketing.com/,Advertising Services,Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHVNmkO8IXh0Q/company-logo_200_200/0/1657820022885?e=1677715200&v=beta&t=Etd-9-VktXqUOZxSWddXl9pTpPeOd6cwXkY2K1cPWRY
663,GQG Partners,Fort Lauderdale,FL,51-200 employees,https://gqgpartners.com/,Investment Management,Unknown,2016,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHDmzdG_6vpgw/company-logo_200_200/0/1656682504897?e=1677715200&v=beta&t=iEaMyK-xfFqbV3ULF57_PSdSUjiy-bbFvD9KSnXBUG8
664,UnitedMasters,Brooklyn,NY,201-500 employees,https://unitedmasters.com/,Musicians,Unknown,2017,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFa-jlmjT4UAQ/company-logo_200_200/0/1519912175047?e=1677715200&v=beta&t=a4Ue5y2Wdz78lPRlbkrer0OC_gtTiYVuynnV41MvIuE
665,32 Degrees,New York,NY,51-200 employees,http://www.32degrees.com/,Retail Apparel and Fashion,Unknown,2009,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGe2TfWoUFRhw/company-logo_200_200/0/1519865916514?e=1677715200&v=beta&t=oRTFyWAjJwXQeShaEXCnibsoqINdT76c8AZtZvW52pY
666,Lightspeed Marketing,Raleigh,NC,2-10 employees,https://www.lightspeedmarketing.com/,Advertising Services,Unknown,2008,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHgmM25khr86g/company-logo_200_200/0/1519865216308?e=1677715200&v=beta&t=F0Zbl_114yfIoq6qbTqCAIb4mSoKlzqUwMm2e86IN3Q
667,"Bolster, Inc",Los Altos,CA,11-50 employees,https://bolster.ai/,Software Development,Unknown,2017,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEvd3x9UtIOhg/company-logo_200_200/0/1654021841148?e=1677715200&v=beta&t=A1TkZ5cm5RA62lzxsavjvAf4uUq5I7rWxln8-4f7ELA
668,Bungie,Bellevue,WA,"1,001-5,000 employees",https://careers.bungie.com/,Entertainment Providers,Unknown,1991,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHP56wSeDNzmQ/company-logo_200_200/0/1597258080055?e=1677715200&v=beta&t=EAu4Fnc67jyOZIbbg8w9Ri8odnH_PGM3A8Azn64_8FA
669,"Rinth, Inc.",Chandler,AZ,2-10 employees,https://modrinth.com/,"Technology, Information and Internet",Unknown,2020,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEKVHdvw-Fv3A/company-logo_200_200/0/1649968485717?e=1677715200&v=beta&t=8AFoYdHUejMV5ikYOB55QdGcATm69I61K8ZKkcD3VhE
670,"Integrated Resources, Inc ( IRI )",Edison,NJ,"501-1,000 employees",https://irionline.com/,Staffing and Recruiting,Unknown,1996,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEY7PKen8ZNaA/company-logo_200_200/0/1668696713291?e=1677715200&v=beta&t=oER0RcaXH5ydqDsgDFixNFRA4WLdIPU6wvgUb-WuG_8
671,EAB,Washington,DC,"1,001-5,000 employees",http://www.eab.com/,Education Administration Programs,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFRerCi7Zd0Eg/company-logo_200_200/0/1656609884586?e=1677715200&v=beta&t=V64SofBzwzhkdl6I6ufL83vNuvvx4tP9ax5o5Lu29vw
672,Talk Shoppe,Culver City,CA,11-50 employees,http://letstalkshoppe.com/,Research Services,Unknown,2010,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHle4qTciRjeg/company-logo_200_200/0/1519952234881?e=1677715200&v=beta&t=WFQCYc_MhRipuC6382Ajj4O56F5JYmSF0Hq247qUUXU
673,La Jolla Logic,San Diego,CA,51-200 employees,http://lajollalogic.com/,Computer and Network Security,Unknown,2007,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEKV-3ZDk2luQ/company-logo_200_200/0/1591222513790?e=1677715200&v=beta&t=vfoOc2w5RU7G_2lOlRhOWhc_w4pFxPGd5loLXZpLHwY
674,CorVel Corporation,Irvine,CA,"1,001-5,000 employees",http://www.corvel.com/,Insurance,Unknown,1987,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEVLQ1HCoEyGQ/company-logo_200_200/0/1668726918593?e=1677715200&v=beta&t=qUSUENq7F4I75tcU5vC4YpfjC96IIuN5IRQOP_Xehc4
675,M&M Social Media,Hauppauge,NY,2-10 employees,http://WWW.MNMSOCIALMEDIA.COM/,Marketing Services,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHVw56UlGR-1g/company-logo_200_200/0/1572635596127?e=1677715200&v=beta&t=7YBf32Dwsvso29SeCdX63jUvH3DHzdVtHxj-FFEQLRg
676,Creative Circle,Los Angeles,CA,201-500 employees,https://www.creativecircle.com/,Staffing and Recruiting,Unknown,2001,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQHPARgV9SqtXA/company-logo_200_200/0/1665158888692?e=1677715200&v=beta&t=eRCyQhWIbpOl_9L9MyShYVgPyEQllR0y2rXhyVcJS1U
677,RiverPoint Group,Overland Park,KS,51-200 employees,http://www.riverpoint.com/,IT Services and IT Consulting,Unknown,1988,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHAJ7MEBuCxUg/company-logo_200_200/0/1519895355669?e=1677715200&v=beta&t=jUHkxkhKogw2mcCLrmlhDNoDSayRynaWi9bi-BJrKQM
678,Oticon,Smørum,Copenhagen area,"10,001+ employees",http://www.job.oticon.com/,Medical Equipment Manufacturing,Unknown,1904,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHdqB987RjPHQ/company-logo_200_200/0/1613640564163?e=1677715200&v=beta&t=vLlUrWuLULi6zBL1FOplIOgQgkBahaP1VZR6Vf6qUrs
679,"Dickey's Barbecue Restaurants, Inc.",Dallas,TX,"1,001-5,000 employees",http://www.Dickeys.com/,Restaurants,Unknown,1941,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGBT1WPLwiSiA/company-logo_200_200/0/1519904460381?e=1677715200&v=beta&t=X9AhqB_pMfXxfQnngdfMy9Sk6xmKMrfEYBlcAtGbCrk
680,City of Philadelphia,Philadelphia,PA,"10,001+ employees",http://www.phila.gov/,Government Administration,Unknown,1681,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF-3NiuS4YLsw/company-logo_200_200/0/1521081181399?e=1677715200&v=beta&t=yVRUUO5VtEShUj_0GCMII_bN7LgotOddDuAUrb2LM1U
681,BlueHalo,Arlington,VA,"501-1,000 employees",https://bluehalo.com/,Defense and Space Manufacturing,Unknown,2020,Unknown,https://media-exp1.licdn.com/dms/image/D4E0BAQELFBVYmWGPHg/company-logo_200_200/0/1667224653632?e=1677715200&v=beta&t=GJBtTyhiUWb95ki2G7dTBdSCXOUjw3HVx3qkLwcL5ec
682,Evolve Marketing Team,Akron,OH,11-50 employees,https://www.evolvemarketingteam.com/,Advertising Services,Unknown,2009,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHFph5cR9PxNA/company-logo_200_200/0/1602511059691?e=1677715200&v=beta&t=9kwZ_MJAc4Qw247baC3sccgdxhyg6w-wAQtgONF8Xb8
683,"Lumidata, Creators of SOLYS",Minneapolis,MN,11-50 employees,https://www.lumidata.com/,IT Services and IT Consulting,Unknown,2003,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE6zOUnVGEbGA/company-logo_200_200/0/1594830203791?e=1677715200&v=beta&t=J4dESoC0aGPC_3eYOiyexSdQYbMn244d1W5QssxJsDM
684,Full Circle Studio,Burnaby,British Columbia,51-200 employees,https://www.ea.com/ea-studios/full-circle/,Computer Games,Unknown,2020,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQEjHv-b_duacA/company-logo_200_200/0/1666210070628?e=1677715200&v=beta&t=EJPgTqwMfwrVORu-0QPEN8hJC0ztV1927SXmpbt9E10
685,Sonepar USA,Charleston,SC,"10,001+ employees",http://soneparusa.com/,Wholesale,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQH3I81J36h9aQ/company-logo_200_200/0/1637065720954?e=1677715200&v=beta&t=I1IL8w-4salW_iXtRL5HSDjJ56bx-MvkvnBwR_iwqQE
686,Kelson Marine Co.,Unknown,Unknown,2-10 employees,http://kelsonmarine.com/,Maritime Transportation,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHSkPNroKV1dQ/company-logo_200_200/0/1588282744029?e=1677715200&v=beta&t=45e3_thQVlu6LTRfHZSTcfIAjpMATLJU_LUXf9R7644
687,Purple,Lehi,UT,"1,001-5,000 employees",https://purple.com/,Retail,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHQOqrSpIOcYg/company-logo_200_200/0/1610128662116?e=1677715200&v=beta&t=WXOCGMTw8T6bBxN7VNAdTpKvY5YnBimHonGflKvcmM0
688,Orveon Global,New York,NY,"1,001-5,000 employees",http://orveonglobal.com/,Personal Care Product Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGi9nddDt2OzQ/company-logo_200_200/0/1657808758406?e=1677715200&v=beta&t=GSMpv4wsnjbzt2MXHN5_exXzAs2xn0JXOanfeYTxsks
689,Bleacher Report,San Francisco,CA,201-500 employees,http://bleacherreport.com/,Spectator Sports,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQE7i2PCO8UOhw/company-logo_200_200/0/1519865995030?e=1677715200&v=beta&t=jeFcAAkNTLCO731zegHjcWhxV_y5yyDF8nEYPah6vMY
690,ALMG Hospitality,Los Angeles,CA,11-50 employees,http://www.almghospitality.com/,Hospitality,Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHsw0bcitjneA/company-logo_200_200/0/1519872173938?e=1677715200&v=beta&t=M2ZrfZLU2vicUZjr80n4BG27UDlkRzS_OM0Bnr_wkDU
691,Stratascale – An SHI Company,Austin,TX,201-500 employees,https://stratascale.com/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHoY4MRe0bmRA/company-logo_200_200/0/1643312083549?e=1677715200&v=beta&t=c4uScBejdugnT2tcYAHP6pnAX74NjluyN_WR0jkADQI
692,Global Alliant Inc,Columbia,MD,51-200 employees,http://globalalliantinc.com/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEvUi8i3kMd7A/company-logo_200_200/0/1578415395782?e=1677715200&v=beta&t=NQg0M76zQF1-kwAItN5stt3_Rs3HpCjZ9f5KHq4ogyo
693,Elementus,NYC,NY,11-50 employees,https://elementus.io/,Blockchain Services,Unknown,2017,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQGDWO4xb_Op2A/company-logo_200_200/0/1666137580978?e=1677715200&v=beta&t=r02mVvTe7NDd8LvTwWqCdseLyruiPNYEmmpv3FDkZQg
694,KYYBA Inc,Farmington Hills,MI,"501-1,000 employees",http://www.kyyba.com/,Staffing and Recruiting,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFsLU7qG0K7wg/company-logo_200_200/0/1567694711713?e=1677715200&v=beta&t=7qEQVoMU636UApdoi0elv7XMqO8Z6vRfMMdPg6yx-UE
695,"C² Technologies, Inc.",Vienna,VA,201-500 employees,http://www.c2ti.com/,Business Consulting and Services,Unknown,1989,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEUF7ZwTgLdLw/company-logo_200_200/0/1536067302638?e=1677715200&v=beta&t=bcoJpgWHyk-Jw9KG4T4F3YDK_xEFb5bSavTmsK2_Gt4
696,Floor & Decor,Atlanta,GA,"5,001-10,000 employees",http://careers.flooranddecor.com/,Retail,Unknown,2000,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFbjuxT5Ln-PQ/company-logo_200_200/0/1530824356203?e=1677715200&v=beta&t=uIm-SfwmlFdT9T3-rhFo_lmQ-5Ek1d-D4b8XR7Gfr0A
